Database,Table,Col #,Column,Data Type,Nullable,Key,Default,Extra,Charset,Collation,Comment
ps_rpt,ps_course_catalog_v,13,ts,timestamp,NO,,CURRENT_TIMESTAMP,DEFAULT_GENERATED on update CURRENT_TIMESTAMP,,,
ps_rpt,ps_ext_degree_v,1,emplid,varchar(8),YES,MUL,,,latin1,latin1_swedish_ci,
ps_rpt,ps_ext_degree_v,2,ext_org_id,varchar(11),YES,,,,latin1,latin1_swedish_ci,
ps_rpt,ps_ext_degree_v,3,degree,varchar(8),YES,,,,latin1,latin1_swedish_ci,
ps_rpt,ps_ext_degree_v,4,degree_status,varchar(1),YES,,,,latin1,latin1_swedish_ci,
ps_rpt,ps_ext_degree_v,5,field_of_study_1,varchar(30),YES,,,,latin1,latin1_swedish_ci,
ps_rpt,ps_ext_degree_v,6,field_of_study_2,varchar(30),YES,,,,latin1,latin1_swedish_ci,
ps_rpt,ps_ext_degree_v,7,dt,datetime,YES,,,,,,
ps_rpt,ps_ext_degree_v,8,ts,timestamp,YES,,CURRENT_TIMESTAMP,DEFAULT_GENERATED on update CURRENT_TIMESTAMP,,,
ps_rpt,registration_v,1,employeeid,varchar(8),NO,PRI,,,latin1,latin1_swedish_ci,
ps_rpt,registration_v,2,courseid,varchar(6),NO,PRI,,,latin1,latin1_swedish_ci,
ps_rpt,registration_v,3,classnumber,varchar(5),NO,PRI,,,latin1,latin1_swedish_ci,
ps_rpt,registration_v,4,termsourcekey,varchar(4),NO,PRI,,,latin1,latin1_swedish_ci,
ps_rpt,registration_v,5,academiclevel,varchar(50),YES,,,,latin1,latin1_swedish_ci,
ps_rpt,registration_v,6,classenrollstatussourcekey,varchar(1),YES,,,,latin1,latin1_swedish_ci,
ps_rpt,registration_v,7,classmeetingpattern,varchar(50),YES,,,,latin1,latin1_swedish_ci,
ps_rpt,registration_v,8,classnumbersection,varchar(20),YES,,,,latin1,latin1_swedish_ci,
ps_rpt,registration_v,9,classnumbersectionsourcekey,varchar(4),YES,,,,latin1,latin1_swedish_ci,
ps_rpt,registration_v,10,coursecareersourcekey,varchar(5),YES,,,,latin1,latin1_swedish_ci,
ps_rpt,registration_v,11,coursetype,varchar(50),YES,,,,latin1,latin1_swedish_ci,
ps_rpt,registration_v,12,coursetypesourcekey,varchar(5),YES,,,,latin1,latin1_swedish_ci,
ps_rpt,registration_v,13,creditsattempted,"float(5,2)",YES,,,,,,
ps_rpt,registration_v,14,creditsearned,"float(5,2)",YES,,,,,,
ps_rpt,registration_v,15,dropcount,int,YES,,,,,,
ps_rpt,registration_v,16,enrolledindicator,varchar(25),YES,,,,latin1,latin1_swedish_ci,
ps_rpt,registration_v,17,ethnicity,varchar(50),YES,,,,latin1,latin1_swedish_ci,
ps_rpt,registration_v,18,faculty,varchar(50),YES,,,,latin1,latin1_swedish_ci,
ps_rpt,registration_v,19,gender,varchar(50),YES,,,,latin1,latin1_swedish_ci,
ps_rpt,registration_v,20,gendersourcekey,varchar(5),YES,,,,latin1,latin1_swedish_ci,
ps_rpt,registration_v,21,grade,varchar(50),YES,,,,latin1,latin1_swedish_ci,
ps_rpt,registration_v,22,gradesourcekey,varchar(3),YES,,,,latin1,latin1_swedish_ci,
ps_rpt,registration_v,23,institution,varchar(50),YES,,,,latin1,latin1_swedish_ci,
ps_rpt,registration_v,24,major,varchar(50),YES,,,,latin1,latin1_swedish_ci,
ps_rpt,registration_v,25,majorsourcekey,varchar(10),YES,,,,latin1,latin1_swedish_ci,
ps_rpt,registration_v,26,programstatussourcekey,varchar(5),YES,,,,latin1,latin1_swedish_ci,
ps_rpt,registration_v,27,registrationdropdate,date,YES,,,,,,
ps_rpt,registration_v,28,term,varchar(11),YES,,,,latin1,latin1_swedish_ci,
ps_rpt,registration_v,29,dt,datetime,YES,,,,,,
ps_rpt,registration_v,30,ts,timestamp,NO,,CURRENT_TIMESTAMP,DEFAULT_GENERATED on update CURRENT_TIMESTAMP,,,
ps_rpt,studentgroups_v,1,employeeid,varchar(8),NO,PRI,,,latin1,latin1_swedish_ci,
ps_rpt,studentgroups_v,2,termsourcekey,varchar(4),NO,PRI,,,latin1,latin1_swedish_ci,
